propertyid,transdate,transvalue,transdate_previous,transvalue_previous,bathroomcnt,bedroomcnt,builtyear,finishedsquarefeet,lotsizesquarefeet,storycnt,latitude,longitude,usecode,censustract,viewtypeid
48960597,9/27/2005,8400000,,,4.25,4,2001,8140,46063,2,47571173,-122092398,9,23402,3
48960725,11/3/2005,276500,3/25/2003,199000,1.75,4,1981,1420,7056,1,47401464,-122181426,9,29406,
48960857,11/16/2005,283000,2/17/1995,135000,1.75,3,1984,1420,8138,1,47376203,-122185587,9,29502,
48960857,11/16/2005,283000,9/25/2001,194900,1.75,3,1984,1420,8138,1,47376203,-122185587,9,29502,
48960993,9/28/2005,294000,9/17/1992,135000,2.25,3,1990,1910,6000,2,47288644,-122353314,9,30310,
48961277,11/1/2005,353400,2/18/1997,150000,1.75,2,1979,1610,5500,2,47660080,-122128490,9,22802,
48961277,11/1/2005,353400,11/25/2002,270000,1.75,2,1979,1610,5500,2,47660080,-122128490,9,22802,
48961345,12/7/2005,423950,,,2.5,4,2001,2810,10433,2,47189500,-122014601,9,31302,
48961377,9/15/2005,475000,1/11/2001,350000,2,3,1977,2180,8800,1,47565504,-122084515,9,23402,
48962589,10/6/2005,708000,,,1.75,3,1967,2070,9828,1,47539115,-122225436,9,24602,
48963501,9/15/2005,2100000,,,4.5,6,1906,5720,15299,3,47629543,-122354970,9,7000,3
48963833,10/25/2005,650000,10/13/2000,390000,1.75,4,1960,1720,10260,1,47577133,-122236661,9,24300,
48964341,11/30/2005,210000,,,1,3,1968,1200,16050,1,47353913,-122147247,9,31704,
48964493,9/23/2005,275500,1/27/1993,85900,2.5,3,1993,1690,10632,2,47389856,-122163259,9,31800,
48964493,9/23/2005,275500,4/20/1993,145950,2.5,3,1993,1690,10632,2,47389856,-122163259,9,31800,
48964493,9/23/2005,275500,4/27/2001,205000,2.5,3,1993,1690,10632,2,47389856,-122163259,9,31800,
48964681,10/12/2005,272000,11/25/1997,146000,1.75,2,1993,1260,5169,1,47354921,-122155872,9,31704,
48964745,12/30/2005,240000,6/30/1997,145950,1.75,3,1977,1750,7350,1,47397293,-122173597,9,29406,
48964757,10/25/2005,285750,3/13/1998,143000,2.25,3,1984,1540,7104,1,47358405,-122155261,9,31703,
48964757,10/25/2005,285750,7/28/2003,223500,2.25,3,1984,1540,7104,1,47358405,-122155261,9,31703,
48964761,10/11/2005,281000,,,2.25,3,1984,1480,7810,1,47359124,-122155177,9,31703,
48965253,9/30/2005,399950,12/20/1996,205000,2.25,3,1978,1940,22010,2,47384944,-122163518,9,31703,
48965253,9/30/2005,399950,1/27/1997,208000,2.25,3,1978,1940,22010,2,47384944,-122163518,9,31703,
48965265,9/9/2005,540000,,,2.5,4,1978,2730,10000,2,47383100,-122160983,9,31703,4
48965297,10/13/2005,625000,,,2.5,4,1978,2780,15744,2,47380865,-122156841,9,31703,4
48966581,9/15/2005,1312500,6/22/1994,148000,2.5,3,1996,3430,9985,2,47606290,-122208884,9,23900,3
48967149,12/21/2005,418500,,,1,2,1952,1530,6700,1,47702222,-122369679,9,1400,2
48967637,9/20/2005,545000,11/30/1998,374950,2.5,4,1998,2300,36294,2,47753427,-122051233,9,32311,
48967753,12/20/2005,625000,11/19/1998,480000,2.25,4,1990,4050,63400,1,47647878,-122118732,9,22803,
48968029,10/25/2005,231000,5/11/1999,127500,1,3,1960,1190,10125,1,47325402,-122346323,9,30201,
48968141,10/24/2005,205000,8/30/1994,94500,1,3,1961,1160,8470,1,47329381,-122338559,9,30201,
48968177,11/18/2005,204950,3/20/2002,129500,1,3,1961,800,8400,1,47326575,-122338788,9,30201,
48968401,9/14/2005,549500,,,2,4,1967,2690,35012,1,47463213,-121989206,9,32102,
48969013,9/19/2005,344950,,,2.75,4,1980,2300,8460,1,47397078,-122167517,9,29406,
48969073,12/5/2005,353500,7/23/1991,183000,2.5,4,1988,2200,9357,2,47396402,-122167740,9,29406,
48969373,11/4/2005,464300,8/29/2003,305000,3.5,4,1941,3060,8494,1,47702812,-122311114,9,1100,
48969381,10/14/2005,305000,7/14/1994,115000,1,1,1925,870,6850,1,47702393,-122311141,9,1100,
48969481,9/27/2005,369000,,,1,4,1926,1020,4500,2,47553962,-122270582,9,10200,
48970061,10/25/2005,249000,,,1,2,1951,1200,8981,1,47203315,-121997907,9,31400,
48970201,12/15/2005,910000,8/5/1998,485000,1.5,3,1927,2390,5450,2,47646156,-122306643,9,6200,
48970201,12/15/2005,910000,5/25/2004,851000,1.5,3,1927,2390,5450,2,47646156,-122306643,9,6200,
48970417,10/24/2005,935000,4/17/2000,782000,3.5,4,1999,3570,15068,2,47553526,-122100220,9,25003,4
48970417,10/24/2005,935000,5/14/2004,800000,3.5,4,1999,3570,15068,2,47553526,-122100220,9,25003,4
48970441,9/27/2005,975000,2/28/1992,115000,2.5,4,1993,4050,10989,2,47552609,-122097931,9,25003,
48970517,11/30/2005,735000,,,2.5,4,1997,2720,8701,2,47550442,-122095525,9,25003,4
48970569,12/2/2005,1050000,4/21/2005,975000,3.5,4,2000,5240,14756,2,47552283,-122094666,9,25003,4
48970781,11/16/2005,267500,,,2.5,3,1966,1740,10800,1,47513216,-122319959,9,26400,2
48970869,9/20/2005,435000,8/6/2004,379950,2.5,3,2004,1950,21037,2,47734709,-122218872,9,22102,
48970981,11/23/2005,254973,10/27/2004,165000,1.75,3,1935,1010,12681,1,47734086,-122229594,9,22102,
48971029,9/15/2005,540000,4/25/1994,205000,2,4,1936,2350,43560,2,47735494,-122233934,9,22102,
48971029,9/15/2005,540000,7/31/2001,295000,2,4,1936,2350,43560,2,47735494,-122233934,9,22102,
48971185,12/8/2005,330950,9/1/1989,105000,1.75,3,1968,1680,10923,1,47746758,-122229604,9,22102,
48971325,12/30/2005,275000,,,1.5,4,1946,1500,30492,1,47745177,-122235122,9,22102,
48971405,12/30/2005,351350,4/23/1990,119000,1.75,2,1966,1910,15353,1,47750843,-122242988,9,22101,
48972401,11/30/2005,395000,10/31/1995,137000,1,3,1949,1020,6120,1,47695841,-122293620,9,2100,
48972401,11/30/2005,395000,1/6/1998,172000,1,3,1949,1020,6120,1,47695841,-122293620,9,2100,
48972401,11/30/2005,395000,8/28/2003,327500,1,3,1949,1020,6120,1,47695841,-122293620,9,2100,
48972405,9/22/2005,380000,,,1,4,1927,2110,10173,2,47695942,-122294804,9,2100,
48972929,11/8/2005,398500,8/14/2001,258000,1,2,1948,860,3800,1,47690035,-122342513,9,2700,
48973369,11/17/2005,480000,,,1.5,3,1920,1850,5000,2,47657906,-122344923,9,5000,
48973577,12/6/2005,493000,6/30/1998,265000,1,3,1925,1210,5000,2,47578043,-122293340,9,9500,
48973685,12/15/2005,596000,,,1.5,5,1919,2060,5000,2,47580510,-122291191,9,9500,
48973813,12/29/2005,1350000,,,3.5,5,2000,4712,6000,2,47580796,-122290085,9,9500,
48974453,11/4/2005,264000,5/22/2000,159000,3.25,3,1991,1660,9683,2,47195037,-121982750,9,31502,
48974769,9/30/2005,384000,8/16/1995,157360,2,3,1961,1480,9792,1,47525937,-122043976,9,32104,8
48975145,10/31/2005,410000,10/3/1994,115000,1,2,1909,860,3873,1,47575188,-122388435,9,9800,
48975145,10/31/2005,410000,5/22/1997,142500,1,2,1909,860,3873,1,47575188,-122388435,9,9800,
48975269,10/7/2005,455000,,,3.25,5,1967,2800,9600,1,47530420,-122053700,9,32104,3
48975497,10/14/2005,302000,7/28/1998,170000,2.5,3,1993,1640,8662,1,47326765,-122189336,9,31205,
48975629,10/13/2005,339950,5/23/1994,123000,2,3,1954,1340,10175,1,47766229,-122362785,9,20200,
48976157,10/24/2005,659000,,,1,4,1904,1730,3200,2,47620084,-122316633,9,7500,
48976273,9/20/2005,349900,5/25/2000,238000,2.5,4,1999,2200,8056,2,47351471,-122147191,9,31704,
48976285,11/21/2005,360000,,,2.5,4,1998,2330,6504,2,47351933,-122146003,9,31704,
48976745,11/9/2005,375000,,,2.5,4,1944,2460,4800,1,47687628,-122382955,9,3100,
48976757,9/12/2005,375000,7/31/1989,87950,1,2,1942,880,4141,1,47686373,-122382483,9,3100,
48977165,10/27/2005,231000,,,1,3,1946,1200,6700,2,47487382,-122313796,9,27400,
48977285,9/16/2005,349950,7/31/1992,142000,2,6,1911,2280,5100,1,47691071,-122346576,9,1800,
48977909,10/5/2005,329000,3/31/2000,175000,2,3,1907,1240,5000,2,47595008,-122301491,9,8900,
48978001,12/22/2005,265000,10/23/1996,129950,2.75,5,1979,1670,6018,1,47320387,-122213558,9,30504,
48978957,9/9/2005,407000,,,2.25,3,1960,1760,9054,1,47552556,-122184307,9,24701,
48979025,12/27/2005,328000,10/1/2002,320000,2.25,3,1960,2540,8395,1,47556028,-122183722,9,24701,
48979133,10/17/2005,350000,4/24/1992,60000,1.75,5,1963,2160,10473,1,47555855,-122178106,9,24701,
48979225,12/15/2005,426000,,,1.5,4,1960,1920,9100,1,47554511,-122171309,9,25001,
48979297,12/6/2005,438500,3/19/1999,264500,1.75,3,1961,2600,9920,1,47552325,-122172695,9,25001,3
48979317,11/28/2005,440000,7/31/1996,195000,1.75,3,1961,1530,8400,1,47549755,-122171735,9,25001,
48979529,12/23/2005,365000,6/26/1992,122500,1.75,3,1966,1180,12400,1,47546551,-122175322,9,24702,
48980377,12/30/2005,528000,3/2/2005,419000,2.25,4,1967,2290,11130,1,47560838,-122173256,9,25001,
48980669,9/8/2005,379000,10/14/1993,159000,2.25,3,1984,1510,5708,2,47541752,-122181609,9,24702,
48981885,12/1/2005,205000,10/29/1993,84000,1,3,1954,1010,5490,1,47476232,-122292569,9,27300,
48981885,12/1/2005,205000,8/24/2004,195000,1,3,1954,1010,5490,1,47476232,-122292569,9,27300,
48982257,11/17/2005,749950,7/2/1998,300000,4.75,5,1946,3980,18695,2,47425970,-122344155,9,28600,
48982657,11/18/2005,589950,10/12/2001,329370,1.75,3,1955,2560,15400,1,47434945,-122346390,9,28600,3
48982749,9/19/2005,455000,4/25/1989,135500,1,3,1954,1740,19463,1,47430441,-122347928,9,28600,
48982777,10/31/2005,940000,6/28/2004,800000,2.5,4,1958,2140,28700,1,47429629,-122350284,9,28600,3
48983633,10/20/2005,228000,10/29/1993,97000,1,3,1954,910,8316,1,47322401,-122218284,9,30504,
48983893,11/30/2005,780000,,,2.5,3,1981,3200,32970,2,47646340,-122150289,9,22801,
48983905,11/10/2005,550000,,,2.5,4,1997,2730,7618,2,47771961,-122195972,9,21804,8
48984189,10/11/2005,435000,6/5/2001,290000,2.25,3,1979,2180,9108,1,47745239,-122075724,9,32311,
48984369,10/11/2005,246900,,,1.75,4,1946,1830,7200,2,47713485,-122349368,9,402,
48984681,10/31/2005,550000,4/18/1994,345000,2.25,3,1991,2410,9551,2,47300829,-122291442,9,30401,3
48984693,11/22/2005,255000,,,1,4,1926,1900,43995,1,47302214,-122284980,9,30401,
48984901,10/20/2005,380000,8/20/1999,214950,1.75,3,1966,1330,3844,1,47703418,-122354572,9,1700,
48985177,10/21/2005,195000,12/4/1996,79500,1,2,1940,860,7860,2,47387077,-122233782,9,29203,
48985273,10/6/2005,287000,9/1/1995,130000,2.5,3,1995,1560,4828,2,47391112,-122233785,9,29203,
48985509,12/27/2005,275050,5/6/1996,98000,1,3,1947,860,6800,1,47727004,-122336508,9,600,
48985893,10/20/2005,410000,,,1,2,1947,1940,7102,1,47703899,-122370473,9,1400,
48985913,12/21/2005,367000,,,1.5,3,1953,1610,6030,1,47703556,-122369821,9,1400,
48986029,10/26/2005,296500,1/11/1993,115000,1,3,1950,1450,9277,2,47759695,-122320515,9,20500,
48986029,10/26/2005,296500,3/30/1995,128000,1,3,1950,1450,9277,2,47759695,-122320515,9,20500,
48986029,10/26/2005,296500,6/29/2001,209090,1,3,1950,1450,9277,2,47759695,-122320515,9,20500,
48986105,10/3/2005,256000,1/15/1988,59950,1,2,1949,700,7711,1,47759732,-122317619,9,20500,
48986149,11/29/2005,256000,6/30/1999,120000,1,2,1947,830,14232,1,47761083,-122316427,9,20500,
48986149,11/29/2005,256000,2/3/2000,147000,1,2,1947,830,14232,1,47761083,-122316427,9,20500,
48986149,11/29/2005,256000,5/25/2001,177500,1,2,1947,830,14232,1,47761083,-122316427,9,20500,
48986149,11/29/2005,256000,12/30/2004,222500,1,2,1947,830,14232,1,47761083,-122316427,9,20500,
48986297,9/15/2005,477500,7/5/1996,245000,2.5,3,1997,2330,6749,2,47752999,-122322807,9,20500,
48986313,11/30/2005,305000,10/7/1999,175000,1,4,1955,1290,10988,2,47754680,-122322889,9,20500,
48986313,11/30/2005,305000,9/9/2003,175000,1,4,1955,1290,10988,2,47754680,-122322889,9,20500,
48986329,11/2/2005,300000,3/16/2004,238500,1,3,1951,1130,7980,1,47752475,-122322197,9,20500,
48986645,11/21/2005,885000,12/15/1994,387000,2.75,3,1967,2960,4420,1,47630057,-122367453,9,6900,3
48986745,12/13/2005,435000,,,1.75,6,1940,1960,5721,2,47701708,-122360502,9,1700,
48987369,10/14/2005,323950,12/31/1996,174950,2.5,4,1984,2150,10318,2,47387257,-122159918,9,31800,
48987537,11/30/2005,230000,,,1,3,1952,1190,8211,1,47775123,-122324129,9,20401,
48987813,10/31/2005,315000,7/8/1997,130000,2,3,1955,1180,8100,1,47756084,-122351449,9,20700,
48987853,11/22/2005,270000,,,1,3,1942,1300,7416,2,47757036,-122364454,9,20800,
48988197,9/15/2005,279000,1/17/2002,165000,1.5,4,1961,1650,24511,1,47433052,-122184397,9,29304,
48988245,10/21/2005,393150,,,1.75,4,1964,1450,29340,1,47431368,-122180032,9,29304,8
48988257,10/3/2005,285000,,,0.75,2,1987,720,85377,1,47431383,-122177442,9,29304,
48988501,12/13/2005,370000,10/24/1996,177000,1.75,3,1988,1570,6565,1,47734026,-122202236,9,22001,
48988657,11/28/2005,405000,5/13/1996,215000,2.75,5,1980,2940,11500,1,47738826,-122198001,9,22001,
48988661,12/14/2005,375000,11/26/1997,209950,1.75,4,1980,2410,10920,1,47738391,-122199530,9,22001,
48989017,10/26/2005,239250,8/31/1995,85000,1,1,1928,620,5141,1,47704581,-122341612,9,1300,
48989017,10/26/2005,239250,1/23/2001,156000,1,1,1928,620,5141,1,47704581,-122341612,9,1300,
48989413,12/8/2005,289950,8/28/2001,225000,1,3,1925,1080,6350,1,47503307,-122358775,9,26700,
48989441,11/16/2005,205000,9/26/2002,167500,1,2,1948,1070,8382,1,47503696,-122359528,9,26700,2
48989969,11/18/2005,379950,11/21/2000,204000,1,2,1949,820,6550,1,47545041,-122379518,9,10600,
48990481,9/22/2005,398900,10/11/1996,92000,1,5,1901,2110,4200,2,47596231,-122297138,9,8900,
48990481,9/22/2005,398900,4/15/2004,303000,1,5,1901,2110,4200,2,47596231,-122297138,9,8900,
48990509,9/30/2005,319950,,,1,2,1948,870,5750,1,47567683,-122397869,9,9702,
48991009,11/30/2005,607500,7/14/1994,200000,3,4,1909,2540,6250,2,47582149,-122388788,9,9600,
48991009,11/30/2005,607500,7/16/1999,355500,3,4,1909,2540,6250,2,47582149,-122388788,9,9600,
48991053,9/22/2005,425000,7/21/2004,375000,2.25,3,2004,1550,2415,2,47581377,-122391545,9,9600,
48991461,12/14/2005,349950,,,1,2,1949,1590,9654,1,47726896,-122302734,9,200,
48992217,10/31/2005,533000,3/30/1995,275000,2.5,4,1994,2430,16562,2,47538845,-122160190,9,25004,2
48992777,9/26/2005,415000,,,2.5,4,1998,2610,6799,2,47473930,-122329455,9,27400,
48992897,9/16/2005,525000,,,2.5,3,1989,2270,19890,2,47524464,-122167504,9,25001,2
48993833,11/29/2005,343500,,,1,2,1951,850,6000,1,47684194,-122285969,9,2400,
48993885,12/30/2005,444000,7/15/1996,199950,1,5,1937,1820,5200,2,47684285,-122283455,9,2400,
48993941,10/28/2005,381000,4/24/1998,189950,1,2,1916,1040,4275,1,47684128,-122281327,9,2400,
48994397,9/16/2005,380000,,,2.5,3,1997,1750,9016,2,47494756,-122157001,9,25102,
48994957,12/15/2005,234000,12/3/1993,135950,1.75,4,1941,1280,8704,1,47716491,-122323078,9,600,
48995001,12/12/2005,463500,,,1.75,3,1958,2080,7225,1,47717153,-122319670,9,600,
48995121,10/11/2005,439950,5/21/2002,270000,1,4,1939,1770,7200,2,47719713,-122320617,9,200,
48995765,10/18/2005,335000,3/24/1994,126000,1.75,3,1910,1140,5100,1,47687162,-122348058,9,2800,
48995881,11/2/2005,400500,7/23/1996,150000,1,3,1926,1180,3774,1,47687161,-122351474,9,2800,
48996045,9/16/2005,359000,,,1,2,1906,1100,5100,2,47689334,-122351959,9,2800,
48996157,9/28/2005,305000,6/30/1993,114500,1,3,1910,920,4080,1,47689334,-122345661,9,2800,
48996157,9/28/2005,305000,8/28/1995,121500,1,3,1910,920,4080,1,47689334,-122345661,9,2800,
48996173,11/18/2005,439900,1/26/1994,168000,3,4,1928,2470,4080,2,47689614,-122346026,9,2800,
48996605,10/26/2005,467000,11/9/2000,295000,2.5,3,1967,2320,40460,2,47552732,-122028689,9,32208,2
48996625,12/27/2005,1237500,,,1.75,3,1950,3110,12320,1,47613346,-122226789,9,24200,3
48996857,11/23/2005,257500,,,1,2,1952,760,5500,1,47732545,-122337472,9,300,
48996973,12/21/2005,264500,12/19/2003,195000,1,2,1954,820,5400,1,47731294,-122336190,9,300,
48997505,12/15/2005,519000,3/4/1992,179900,1.75,4,1983,1980,14479,2,47627759,-122031521,9,32318,
48997645,9/12/2005,250000,,,1.5,3,1968,1800,9590,2,47324588,-122141238,9,31204,
48997673,11/28/2005,235000,,,1,3,1970,1230,9750,1,47323764,-122143900,9,31204,
48998737,11/28/2005,535000,,,1.75,3,1976,1470,9775,1,47713304,-122221712,9,22203,8
48998821,12/15/2005,370000,6/30/2003,237000,1,3,1954,1330,5450,1,47511068,-122330527,9,26900,8
48998833,12/14/2005,215000,6/30/1998,110000,1,2,1942,940,8022,1,47512959,-122331371,9,26500,2
48998833,12/14/2005,215000,6/22/2001,145950,1,2,1942,940,8022,1,47512959,-122331371,9,26500,2
48998869,9/23/2005,394000,12/22/2000,260000,1.75,3,1967,2410,10870,1,47767959,-122273707,9,21500,
48999057,9/23/2005,256000,,,1,3,1910,1450,7850,2,47429888,-122199384,9,29305,
48999077,10/20/2005,390000,,,1,2,1900,960,34182,2,47426980,-122197574,9,29306,8
48999081,12/21/2005,225000,2/28/1994,104000,2,2,1965,1010,8325,1,47428380,-122198044,9,29305,
48999425,9/15/2005,329250,,,2,3,1926,1370,13806,1,47732886,-122308233,9,200,
48999549,10/4/2005,235000,,,2.25,3,1977,1730,7372,2,47739995,-122315878,9,21100,
49000161,9/30/2005,310000,,,2.25,3,1987,2300,9872,2,47336270,-122261402,9,29902,
49000177,11/23/2005,269000,1/28/2005,244900,1,3,1967,1190,10656,1,47761284,-122306311,9,21400,
49000321,9/13/2005,529000,6/23/1993,222000,3,4,1990,3200,7776,2,47624128,-122041230,9,32317,2
49000321,9/13/2005,529000,11/19/1996,261000,3,4,1990,3200,7776,2,47624128,-122041230,9,32317,2
49000321,9/13/2005,529000,5/10/2001,385000,3,4,1990,3200,7776,2,47624128,-122041230,9,32317,2
49000793,10/12/2005,506000,,,1.75,3,1982,1780,11250,1,47626075,-122126004,9,23000,
49000805,9/28/2005,620000,,,3.25,5,1982,3680,11209,2,47626802,-122126750,9,23000,
49001285,9/23/2005,379000,9/27/1989,161400,2.5,4,1988,2550,8362,2,47333860,-122257934,9,29902,8
49001957,12/30/2005,218000,4/8/1991,131950,2.5,3,1990,1670,6296,2,47292188,-122351584,9,30310,
49002353,11/9/2005,243000,,,1.75,3,1989,1300,8015,1,47267190,-122233102,9,30902,
49002573,10/7/2005,615000,9/30/1993,243750,2.5,4,1985,2300,6635,2,47667219,-122171899,9,22703,
49002573,10/7/2005,615000,9/28/1994,263500,2.5,4,1985,2300,6635,2,47667219,-122171899,9,22703,
49002573,10/7/2005,615000,8/25/1999,389000,2.5,4,1985,2300,6635,2,47667219,-122171899,9,22703,
49002597,11/16/2005,649500,,,2.25,4,1984,2390,7811,2,47666521,-122171227,9,22703,
49002853,10/28/2005,286000,11/24/1998,155000,1.75,3,1979,1480,6996,1,47408076,-122170885,9,29405,
49002853,10/28/2005,286000,5/27/2004,225000,1.75,3,1979,1480,6996,1,47408076,-122170885,9,29405,
49002889,10/6/2005,284900,10/6/1995,130500,2.25,3,1978,1800,6500,1,47408414,-122173117,9,29405,
49002889,10/6/2005,284900,2/26/1998,155000,2.25,3,1978,1800,6500,1,47408414,-122173117,9,29405,
49002993,12/8/2005,1102000,9/4/2003,746000,2.5,5,1972,3980,16975,1,47542614,-122229808,9,24601,3
49003297,9/29/2005,345000,4/23/2002,242500,2,3,1987,1740,14048,2,47727225,-121964430,9,32402,
49003353,10/31/2005,298950,,,1.75,4,1978,2190,7875,1,47460490,-122193406,9,25801,
49003461,12/16/2005,539900,8/24/1995,162000,3,4,1987,2310,9132,2,47728812,-122227144,9,22201,
49003461,12/16/2005,539900,11/30/2004,383150,3,4,1987,2310,9132,2,47728812,-122227144,9,22201,
49003569,11/22/2005,437000,8/15/2000,309000,2.25,4,1963,1900,5000,1,47645566,-122386983,9,5802,
49003705,12/9/2005,307000,10/27/1988,74000,1,3,1907,1220,4545,1,47686735,-122353506,9,2800,
49003937,9/29/2005,280000,2/8/2002,210000,2.5,3,1992,1720,3966,2,47403826,-122187578,9,29403,
49004285,11/16/2005,341950,2/5/1998,191100,2.5,4,1990,1990,7131,2,47365343,-122164134,9,31703,
49004985,9/2/2005,410000,10/13/1989,132900,2.75,3,1989,1700,8752,1,47695470,-122173255,9,22603,
49005073,12/21/2005,725000,,,1.5,3,1964,2240,32550,1,47695363,-122170996,9,22603,
49005333,11/1/2005,410000,12/9/2002,319000,1,3,1906,1480,3000,2,47665865,-122315550,9,4400,
49006397,12/29/2005,565420,10/9/1998,297000,1,2,1919,1210,3800,1,47640501,-122305903,9,6200,
49006397,12/29/2005,565420,7/7/2004,512500,1,2,1919,1210,3800,1,47640501,-122305903,9,6200,
49006429,10/17/2005,579000,5/24/1993,202000,1,2,1923,1790,4000,1,47640549,-122300637,9,6200,
49006429,10/17/2005,579000,5/7/1998,350000,1,2,1923,1790,4000,1,47640549,-122300637,9,6200,
49006429,10/17/2005,579000,10/28/2002,449000,1,2,1923,1790,4000,1,47640549,-122300637,9,6200,
49006493,10/13/2005,920000,,,2.5,5,1912,3040,7200,2,47640094,-122304179,9,6200,2
49006533,11/1/2005,730000,,,3.5,5,1947,3290,6000,2,47640057,-122308732,9,6200,
49007253,11/7/2005,295000,8/24/1999,165888,1.75,3,1977,1930,11968,1,47312969,-122042037,9,31602,
49007565,12/9/2005,265000,7/21/1997,131000,1,2,1947,760,8100,1,47714596,-122308095,9,700,
49007809,10/3/2005,242000,7/18/1994,129500,2,3,1991,1450,9877,2,47195549,-121988979,9,31302,8
49007809,10/3/2005,242000,2/26/1999,151950,2,3,1991,1450,9877,2,47195549,-121988979,9,31302,8
49007809,10/3/2005,242000,10/1/2001,175000,2,3,1991,1450,9877,2,47195549,-121988979,9,31302,8
49008305,12/22/2005,389000,,,1,2,1939,1920,5580,1,47689113,-122330089,9,2700,
49008361,11/14/2005,400000,,,2,4,1906,1580,6250,2,47687615,-122329168,9,2700,
49008365,12/27/2005,525000,4/29/1994,198500,1.75,3,1950,2140,7440,1,47688143,-122329307,9,2700,2
49008365,12/27/2005,525000,2/25/2000,330000,1.75,3,1950,2140,7440,1,47688143,-122329307,9,2700,2
49008561,9/30/2005,395000,4/1/1994,170000,2.25,3,1987,1670,2227,2,47702991,-122187130,9,22006,
49009057,10/5/2005,325000,9/29/1997,98000,1.5,3,1953,1040,6096,1,47532469,-122370794,9,11500,8
49009057,10/5/2005,325000,8/28/1998,154000,1.5,3,1953,1040,6096,1,47532469,-122370794,9,11500,8
49009057,10/5/2005,325000,7/10/2003,289950,1.5,3,1953,1040,6096,1,47532469,-122370794,9,11500,8
49009069,12/9/2005,316875,7/26/2002,225000,1.75,4,1958,1990,8416,1,47458867,-122274027,9,28300,8
49009865,9/20/2005,366000,4/16/1991,149000,1,2,1947,1520,4000,1,47650198,-122398998,9,5700,
49010437,10/25/2005,329000,4/22/1993,146900,2.25,3,1993,1580,7220,1,47511281,-122190767,9,25200,
